user_id,training_id,start_date,distance,uphill,downhill,duration,temperature,avg_hr,max_hr,power,type
945a141cb05fa2d731807576c664864ead573e3a4143ddd8eefe93a7781ad44f,1915aeed50127c81cb296b0e5ba33856667a30556468a66ca851ed00ebd168af,2019-09-15 11:30:44 UTC,9600,399,399,8533,18.1,80,133,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,815424f8d5a4f9ad524970c0b1c27320236e7eb3258896b3620988622219fb89,2019-07-27 04:34:01 UTC,3238,120,121,3341,17.3,80,131,,LONG JOG
3b10abf1ba11131ce8944ceae1e637e60db18469dc03ce742f1ed128497ccc92,474a32cc9551eeec6764eac9a5012871a5468c6149f76e2e1f4f4cbc8d27b02f,2019-03-03 14:49:16 UTC,20695,93,94,11911,18,81,82,,LONG JOG
543c48cf1ea54d9597d20cb57601be8184b23266592f8de17710971c4cf81dec,d522e5d70c8bd385b71fec3097a6056a7101041a998cd9e7b12d7b17fd1cc959,2019-07-12 04:20:51 UTC,2099,10,49,1324,11.6,81,104,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,43db6058c8ef8a3abe7efc471b6667a596ece78e3c6575bd0e7351cb2f4dba91,2019-05-06 19:01:44 UTC,6534,107,106,4632,11.2,81,99,,LONG JOG
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,f4e803896ca70eeedc9d4392ed17135bb02a750e2b509c330995ca15dd9a67f5,2019-08-16 17:00:19 UTC,10964,641,205,4133,21.2,81,90,,LONG JOG
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,2bbcd977cf7c4910095f8c7ee746db4dd23d0783b9a005ad78ccbe6d31b70a4b,2019-10-12 10:50:17 UTC,5000,84,84,1626,15.8,81,88,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,ecf34ed29bcfda93cb07247648900fa9538015ea8f2fbffc320f03ae2bd75153,2019-06-02 07:46:41 UTC,11849,313,313,9298,14.9,81,129,,LONG JOG
75a7c8e504f1cc7fe057952f24585628b4d5bb6a257f883e71aec42d5e351299,ff898b26f1b0f09513ecaf5e436d2d012bc875157e96691f6a694dae46cd362a,2019-06-17 06:56:03 UTC,8021,1144,1145,5402,13.7,82,115,,LONG JOG
9a2756ee44e8181ec312eda5de2e8629df1f7800c879735e03941ee838b71775,bca8e17ee7ec64a5e16c2bd20c4f7b024aecc892c26f8e6561db8304664ee2dd,2019-08-09 03:56:28 UTC,9923,18,28,3013,15.2,82,94,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,cad0c86328d3477741b5ca58e35f0026401b5cb3b477fb580213e0e1aaee2598,2019-06-23 09:30:31 UTC,4994,241,243,3955,19.8,82,118,,LONG JOG
3b10abf1ba11131ce8944ceae1e637e60db18469dc03ce742f1ed128497ccc92,de8a3b69c94f25b82dcfe169eaebfc54ee8c96775b091fe12777f1634087661e,2019-02-12 15:29:02 UTC,13070,45,44,25803,-0.8,83,83,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,55bfbee6d6c432c4de31c37bcc4decfd3155df4ed3e22075faa769ceb32b72d4,2019-06-27 21:18:34 UTC,10104,331,330,4056,26,83,96,,STEADY JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,e7f981ab7894e9632a27cfbaa6581de67cc059af17c4ceb54e5ef62dcf3e5836,2019-09-13 19:22:18 UTC,3834,90,91,1529,17.4,83,83,,LONG JOG
75a7c8e504f1cc7fe057952f24585628b4d5bb6a257f883e71aec42d5e351299,dcaf31257d938d340b45c12673c2f56aa37d6772be0f5a8dfdc26e744bfb08b3,2019-06-10 14:34:17 UTC,8047,1169,1172,5208,16.9,83,115,,LONG JOG
e70ae1e49cc54412c526b6a66db673b6c3c3d1a8991ad4098e56d5b5b4290645,ab3fd2f8e6639fb628819b7738888ccf6f26eafefcbafcc533d8b03feaa9c3f2,2019-07-15 09:18:35 UTC,8424,46,800,12821,14.4,83,109,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,7fb0c14bf13a5d63ffa419b18a0e298a023f40c3fe57ff7ca3543fa54d1d5664,2019-05-01 07:39:32 UTC,4828,210,213,3938,6.4,83,107,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,fa62c40150e7278e51700475f8e03a3bd38f9d9d54311f139193328db8318f90,2019-02-13 09:55:14 UTC,6994,76,75,5489,-2.9,83,121,,LONG JOG
6e09da335576eae795fc3e01435613510ca1d5ecaaea29324acbefaa7ef66c82,48dcf97bce71e09d64ba6cf751bfa714fc006db7bc8ab4869c2ac435c24aff9c,2019-10-27 08:11:49 UTC,4804,68,67,3687,11.6,84,104,,LONG JOG
b2abbc2f4dc772978f1124c8122a4d09e11097fb28c24a235641b629a5c25401,0ede984e808cd78d9a9b61235dff88ab422c9e2233adf0428c21e734485c957b,2019-09-11 16:02:49 UTC,10309,175,179,3299,18.7,84,105,,LONG JOG
e70ae1e49cc54412c526b6a66db673b6c3c3d1a8991ad4098e56d5b5b4290645,6c7ac1ea106eee81003a4560a7e08e69fb73e17fb706efbdfa41d5cf1a776597,2019-03-16 10:26:28 UTC,2814,133,134,5033,10,84,120,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,8b12183244449261cbe4788dee2cb5a3569613df0092f7ffa031961ec7080706,2019-03-23 13:43:18 UTC,3871,204,205,4509,17.6,84,142,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,75ce6c1ec8d4a6b527609e7a0f583346e963edacc36a15e66331dd6861fd1481,2019-06-05 03:34:14 UTC,11954,15,4,4289,25.9,85,85,,LONG JOG
b2abbc2f4dc772978f1124c8122a4d09e11097fb28c24a235641b629a5c25401,e4ebb0f211c24c036ae08f8f873b1aa7216fd46a25e83ea1a1650eae9393b1fb,2019-09-12 17:04:06 UTC,8355,85,85,2892,18.1,85,173,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,e02e903587f0beadbe707e4e89472e045695d12cf8b606f0b3776dba41c37074,2019-10-25 12:19:35 UTC,8255,223,228,3211,17.7,86,98,,LONG JOG
75a7c8e504f1cc7fe057952f24585628b4d5bb6a257f883e71aec42d5e351299,687c6e3fbd3da7db510f5f5ce41919cfee34b391ccec86d1603ac2d0d5119e79,2019-07-06 04:49:42 UTC,27143,1938,1934,15894,16.4,86,122,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,26a77a99855a7d084b17fd3bf950397b8297a8d74045f969aca1196f6a0b7296,2019-05-06 14:25:15 UTC,3899,141,139,3078,10.1,86,120,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,c68790396554615d9d51790fbfe8ac3d3de0cd8b7563082ec46036c27eeecdcc,2019-02-08 16:33:29 UTC,3996,8,8,2881,-3.5,86,107,,LONG JOG
f7d43e200372ece6f37e4935a6ba7649d4e795b51eb0ce5346a52d8222be87d0,d5b2072cdfa00f09dba2d1824bbc8e3164e12aca0741a71967cfda062ce9ca0d,2019-06-10 08:06:49 UTC,3919,59,56,2973,10,86,113,,LONG JOG
71d1e1d4a354ae09a32926e4ea1c1b46584bd91e83525eed8d06223b7670aa13,58b8118db16584b1dda835222ae57f4b6ea0a7ca2d3c93b6122a6c806a5bc224,2019-02-27 22:59:06 UTC,2538,54,53,1098,5,87,88,,LONG JOG
9f5cf88bd779f6a392447dae2466cdf29bf803654786cf60ae7c51af1be1ff5d,72634d1c4da6f26b647ec42bb10c7e2adb090ae75c6dc9d0510e4b063f9eec4a,2019-12-26 10:58:27 UTC,7422,93,94,5027,4.4,87,132,,LONG JOG
9f5cf88bd779f6a392447dae2466cdf29bf803654786cf60ae7c51af1be1ff5d,5191cbd8683975506cb1c7dd501410491bde36649d4ad8c7b0f79a1bf89bdbbe,2019-12-28 13:05:59 UTC,2101,87,84,1689,0.6,87,102,,LONG JOG
e70ae1e49cc54412c526b6a66db673b6c3c3d1a8991ad4098e56d5b5b4290645,9baa4e8be36a1d1918865961029a3b8f59c32352a9603c975d0f39b3ffa282de,2019-10-26 10:04:46 UTC,3977,173,178,6414,15.9,87,122,,LONG JOG
